"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","species.inat.ID","species.common","species.science","phylum.inat.ID","phylum.common","phylum.science","class.inat.ID","class.common","class.science","order.inat.ID","order.common","order.science","family.inat.ID","family.common","family.science","genus.inat.ID","genus.common","genus.science","kingdom.inat.ID","kingdom.common","kingdom.science"
"Cottus gulosus","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","355440","355440","Riffle Sculpin","Cottus gulosus","2","Chordates","Chordata","47178","Ray-finned Fishes","Actinopterygii","47286","Mail-cheeked Fishes","Scorpaeniformes","47645","Typical Sculpins","Cottidae","47644","Typical Sculpins","Cottus",1,"Animals","Animalia"
"Cotula australis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cotula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","3052893","3052893","Australian Waterbuttons","Cotula australis","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53026","Sunflowers, daisies, asters and allies","Cotula",47126,"Plants","Plantae"
"Cotula coronopifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cotula",6,6,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,"Present","15427","15427","Brass buttons","Cotula coronopifolia","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","53026","Sunflowers, daisies, asters and allies","Cotula",47126,"Plants","Plantae"
"Coturnicops noveboracensis","Bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Coturnicops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","7500473","7500473","Yellow Rail","Coturnicops noveboracensis","2","Chordates","Chordata","3","Birds","Aves","4","Cranes, Rails, and Allies","Gruiformes","154","Rails, Gallinules, and Coots","Rallidae","541","Rails, Gallinules, and Coots","Coturnicops",1,"Animals","Animalia"
"Crangon franciscorum","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","48812","48812","California bay shrimp","Crangon franciscorum","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47186","Decapods","Decapoda","47290","Decapods","Crangonidae","48817","Decapods","Crangon",1,"Animals","Animalia"
"Crangon nigricauda","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","749147","749147","Blacktail Bay Shrimp","Crangon nigricauda","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47186","Decapods","Decapoda","47290","Decapods","Crangonidae","48817","Decapods","Crangon",1,"Animals","Animalia"
"Crangonyx pseudogracilis","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae","Crangonyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","217719","217719","Animals","Crangonyx pseudogracilis","47120","Arthropods","Arthropoda","47187","Malacostracans","Malacostraca","47628","Amphipods","Amphipoda","85711","Amphipods","Crangonyctidae","87661","Amphipods","Crangonyx",1,"Animals","Animalia"
"Crassadoma gigantea","Invertebrate","Animalia","Mollusca","Bivalvia","Ostreoida","Pectinidae","Crassadoma",13,10,0,0,0,0,0,6,0,1,0,3,2,1,0,0,0,0,0,0,1,0,4,8,0,NA,"726022","726022","Giant Rock Scallop","Crassadoma gigantea","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","47583","Oysters, Scallops, and Allies","Ostreoida","54525","Scallops","Pectinidae","54524","Scallops","Crassadoma",1,"Animals","Animalia"
"Crassula aquatica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Crassula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","13329","13329","Aquatic pygmyweed","Crassula aquatica","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","57017","Stonecrops and allies","Crassula",47126,"Plants","Plantae"
"Crassula connata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Crassula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","11699","11699","Sand pygmyweed","Crassula connata","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","57017","Sand Pygmyweed","Crassula",47126,"Plants","Plantae"
"Crassula connata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Crassula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","11699","11699","Sand pygmyweed","Crassula connata","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","57017","Sand Pygmyweed","Crassula",47126,"Plants","Plantae"
"Crassula multicava","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Crassula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","74518","74518","Fairy crassula","Crassula multicava","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","57017","Fairy crassula","Crassula",47126,"Plants","Plantae"
"Crataegus monogyna","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Present","7618","7618","Common hawthorn","Crataegus monogyna","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47132","Roses and allies","Rosales","47148","Rose family","Rosaceae","51148","Hawthorns","Crataegus",47126,"Plants","Plantae"
"Crataegus phaenopyrum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Crataegus",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"398897","398897","Washington hawthorn","Crataegus phaenopyrum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47132","Roses and allies","Rosales","47148","Rose family","Rosaceae","51148","Hawthorns","Crataegus",47126,"Plants","Plantae"
"Craterellus calicornucopioides","Fungi","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"4890344","4890344","Fungi including lichens","Craterellus calicornucopioides","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47350","Agaricomycetes","Cantharellales","47349","Agaricomycetes","Cantharellaceae","48611","Agaricomycetes","Craterellus",47170,"Fungi including lichens","Fungi"
"Crepidotus mollis","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Crepidotus",3,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,NA,"732919","732919","Fungi including lichens","Crepidotus mollis","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","416506","Gilled mushrooms","Crepidotaceae","118288","Gilled mushrooms","Crepidotus",47170,"Fungi including lichens","Fungi"
"Crepidula adunca","Invertebrate","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Calyptraeidae","Crepidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","386809","386809","Hooked Slippersnail","Crepidula adunca","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","48917","Gastropods","Neotaenioglossa","81643","Slipper snails and their allies","Calyptraeidae","81644","Slipper snails and their allies","Crepidula",1,"Animals","Animalia"
"Crepis capillaris","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Crepis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","69725","69725","Smooth hawksbeard","Crepis capillaris","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","54051","Hawksbeard","Crepis",47126,"Plants","Plantae"
"Crepis vesicaria","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Crepis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","296031","296031","Beaked Hawksbeard","Crepis vesicaria","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","54051","Hawksbeard","Crepis",47126,"Plants","Plantae"
"Crimora coneja","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceratidae","Crimora",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"1068877","1068877","Rabbit Dorid","Crimora coneja","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","47113","Nudibranchs","Nudibranchia","47112","Nudibranchs","Polyceratidae","50058","Nudibranchs","Crimora",1,"Animals","Animalia"
"Crisia maxima","Invertebrate","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","195944","195944","Animals","Crisia maxima","68104","Bryozoans","Bryozoa","128063","Bryozoans","Stenolaemata","171989","Bryozoans","Cyclostomata","192679","Bryozoans","Crisiidae","192680","Bryozoans","Crisia",1,"Animals","Animalia"
"Crotalus oreganus","Herp","Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus",11,8,0,0,3,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,4,2,0,2,2,NA,"48268","48268","Western Rattlesnake","Crotalus oreganus","2","Chordates","Chordata","26036","Reptiles","Reptilia","26172","Lizards and Snakes","Squamata","30667","Vipers","Viperidae","30692","Rattlesnakes","Crotalus",1,"Animals","Animalia"
"Crotalus viridis","Herp","Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","32133","32133","Prairie Rattlesnake","Crotalus viridis","2","Chordates","Chordata","26036","Reptiles","Reptilia","26172","Lizards and Snakes","Squamata","30667","Vipers","Viperidae","30692","Rattlesnakes","Crotalus",1,"Animals","Animalia"
"Croton californicus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton",3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,"Unconfirmed","48737","48737","California Croton","Croton californicus","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","51820","Dicots","Malpighiales","51821","Spurges","Euphorbiaceae","53165","Crotons","Croton",47126,"Plants","Plantae"
"Croton setiger","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton",2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,"34885","34885","Turkey Mullein","Croton setiger","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","51820","Dicots","Malpighiales","51821","Spurges","Euphorbiaceae","53165","Crotons","Croton",47126,"Plants","Plantae"
"Croton setiger","Plant","Plantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","34885","34885","Turkey Mullein","Croton setiger","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","51820","Dicots","Malpighiales","51821","Spurges","Euphorbiaceae","53165","Crotons","Croton",47126,"Plants","Plantae"
"Crucibulum laeve","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Crucibulum",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"59630","59630","Common Bird's-Nest","Crucibulum laeve","47169","Common Bird's-Nest","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","120031","Agaricaceae","Crucibulum",47170,"Fungi including lichens","Fungi"
"Crustose corallines","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cryptantha clevelandii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","6409420","6409420","Cleveland's Cryptantha","Cryptantha clevelandii","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","51694","Catseyes","Cryptantha",47126,"Plants","Plantae"
"Cryptantha clevelandii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","6409420","6409420","Cleveland's Cryptantha","Cryptantha clevelandii","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","51694","Catseyes","Cryptantha",47126,"Plants","Plantae"
"Cryptantha flaccida","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","844921","844921","Flaccid cryptantha","Cryptantha flaccida","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","51694","Catseyes","Cryptantha",47126,"Plants","Plantae"
"Cryptantha leiocarpa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha",4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"Present","30873","30873","Beach Cryptantha","Cryptantha leiocarpa","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","51694","Catseyes","Cryptantha",47126,"Plants","Plantae"
"Cryptantha micromeres","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","847008","847008","Pygmyflower cryptantha","Cryptantha micromeres","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","523723","Dicots","Boraginales","48150","Borage family","Boraginaceae","51694","Catseyes","Cryptantha",47126,"Plants","Plantae"
"Cryptochiton stelleri","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Cryptochiton",11,10,1,1,0,0,3,2,1,0,0,1,1,1,0,0,0,0,0,0,2,3,1,5,0,NA,"124032","124032","Gumboot Chiton","Cryptochiton stelleri","47115","Mollusks","Mollusca","47429","Chitons","Polyplacophora","533431","Chitons","Chitonida","47631","Chitons","Mopaliidae","49055","Chitons","Cryptochiton",1,"Animals","Animalia"
"Cryptomeria japonica","Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cryptomeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","31392","31392","Japanese Cedar","Cryptomeria japonica","319737","Conifers","Pinophyta","136329","Conifers","Pinopsida","47375","Conifers","Pinales","47374","Cypresses","Cupressaceae","71148","Cypresses","Cryptomeria",47126,"Plants","Plantae"
"Cryptomya californica","Invertebrate","Animalia","Mollusca","Bivalvia","Myoida","Myidae","Cryptomya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","626180","626180","California Softshell","Cryptomya californica","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","81622","Bivalves","Myoida","81635","Gapers","Myidae","339154","Gapers","Cryptomya",1,"Animals","Animalia"
"Cryptopleura rosacea","Plant","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Cryptopleura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","3769242","3769242","Plants","Cryptopleura rosacea","57774","Red Algae","Rhodophyta","57775","Red Algae","Florideophyceae","57776","Red Algae","Ceramiales","131379","Red Algae","Delesseriaceae","243907","Red Algae","Cryptopleura",47126,"Plants","Plantae"
"Cryptopleura ruprechtiana","Plant","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Cryptopleura",4,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,"Present","2868566","2868566","Grape Tongue","Cryptopleura ruprechtiana","57774","Red Algae","Rhodophyta","57775","Red Algae","Florideophyceae","57776","Red Algae","Ceramiales","131379","Red Algae","Delesseriaceae","243907","Red Algae","Cryptopleura",47126,"Plants","Plantae"
"Cryptopleura violacea","Plant","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Cryptopleura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","3931135","3931135","Plants","Cryptopleura violacea","57774","Red Algae","Rhodophyta","57775","Red Algae","Florideophyceae","57776","Red Algae","Ceramiales","131379","Red Algae","Delesseriaceae","243907","Red Algae","Cryptopleura",47126,"Plants","Plantae"
"Cryptoporus volvatus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cryptoporus",2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,"585305","585305","Veiled Polypore","Cryptoporus volvatus","47169","Veiled Polypore","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47380","Shelf fungi","Polyporales","47379","Bracket fungi","Polyporaceae","118055","Bracket fungi","Cryptoporus",47170,"Fungi including lichens","Fungi"
"Cryptosiphonia woodii","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Cryptosiphonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","738335","738335","Plants","Cryptosiphonia woodii","57774","Red Algae","Rhodophyta","57775","Red Algae","Florideophyceae","67673","Red Algae","Gigartinales","117782","Red Algae","Dumontiaceae","117784","Red Algae","Cryptosiphonia",47126,"Plants","Plantae"
"Ctenucha brunnea","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ctenucha",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"74809","74809","Brown Ctenucha","Ctenucha brunnea","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","121850","Underwing, Tiger, and Tussock Moths and Allies","Erebidae","63795","Underwing, Tiger, and Tussock Moths and Allies","Ctenucha",1,"Animals","Animalia"
"Ctenucha rubroscapus","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ctenucha",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"46770","46770","White-tipped Ctenucha","Ctenucha rubroscapus","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","121850","Underwing, Tiger, and Tussock Moths and Allies","Erebidae","63795","Underwing, Tiger, and Tussock Moths and Allies","Ctenucha",1,"Animals","Animalia"
"Culex erythrothorax","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"749346","749346","Animals","Culex erythrothorax","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","52134","Mosquitoes","Culicidae","130033","Mosquitoes","Culex",1,"Animals","Animalia"
"Culex pipiens","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"190302","190302","Common house mosquito","Culex pipiens","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","52134","Mosquitoes","Culicidae","130033","Mosquitoes","Culex",1,"Animals","Animalia"
"Culex tarsalis","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"1157285","1157285","Animals","Culex tarsalis","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","52134","Mosquitoes","Culicidae","130033","Mosquitoes","Culex",1,"Animals","Animalia"
"Culicidae","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Culicidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","18723","Mosquitoes","Culicidae","459458","Flies","Toxorhychites",1,"Animals","Animalia"
"Culicoides","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","474231","474231","Biting Midges","Culicoides chewaclae","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","69803","Biting Midges","Ceratopogonidae","2359474","Animals","Culicoides",1,"Animals","Animalia"
