"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Cynodon dactylon","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynodon",1,1,58371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Bermudagrass, chiendent pied-de-poule, common bermudagrass, devilgrass, grama-seda, manienie, motie molulu","Present","Cynodon dactylon","58371",NA,NA
"Cynoglossum grande","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum",31,31,49142,1,13,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,9,10,"Pacific hound's tongue","Present","Cynoglossum grande","49142",NA,NA
"Cynosurus echinatus","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynosurus",4,3,47695,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,"bristly dogstail grass","Present","Cynosurus echinatus","47695",NA,NA
"Cyperus eragrostis","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus",3,3,59055,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,"tall flatsedge","Present","Cyperus eragrostis","59055",NA,NA
"Cyperus involucratus","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"umbrella flatsedge, umbrella plant","Probably Present","Cyperus involucratus","76588",NA,NA
"Cyperus niger","Plant","Viridiplantae","Streptophyta","Liliopsida","Poales","Cyperaceae","Cyperus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black flatsedge","Unconfirmed","Cyperus niger",NA,"Cyperus niger",NA
"Cyprideis","Invertebrate","Animalia","Arthropoda","Ostracoda","Podocopida","Cytherideidae","Cyprideis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Cyprideis","330863","Cyprideis","Cyprideis"
"Cyprinus carpio","Fish","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common carp, European carp","Present","Cyprinus carpio","53911",NA,NA
"Cypseloides niger","Bird","Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Cypseloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Swift","Present","Cypseloides niger","6667",NA,NA
"Cystodytes lobatus","Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Polycitoridae","Cystodytes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Cystodytes lobatus","339197","Cystodytes lobatus","Cystodytes lobatus"
"Cystopteris fragilis","Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Cystopteridaceae","Cystopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brittle bladder fern, brittle bladderfern, fragile fern","Unconfirmed","Cystopteris fragilis","58755",NA,NA
"Cystoseira osmundacea","Microbe","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Cystoseira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Cystoseria osmundacea",NA,"Cystoseira osmundacea",NA
"Cytisus multiflorus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white Spanishbroom","Unconfirmed","Cytisus multiflorus","76596",NA,NA
"Cytisus scoparius","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus",5,5,48538,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,"scotchbroom","Present","Cytisus scoparius","48538",NA,NA
"Cytisus striatus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus",1,1,76598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Portugese broom, striated broom","Present","Cytisus striatus","76598",NA,NA
"Dacrymyces stillatus","Fungi","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces",2,2,53276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"Dactylis glomerata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Dactylis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orchardgrass","Present","Dactylis glomerata","52720",NA,NA
"Dama dama","Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dama dama","42161",NA,NA
"Danaus plexippus","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus",21,12,48662,1,1,1,2,0,0,0,0,7,4,3,2,0,0,0,0,0,1,8,1,5,5,1,"Monarch, monarch butterfly","Present","Danaus plexippus","48662",NA,NA
"Danthonia californica","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Danthonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California oatgrass","Present","Danthonia californica","57165",NA,NA
"Datura stramonium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Datura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown weed, jimsonweed, mad apple, moonflower, stinkwort, thorn apple","Unconfirmed","Datura stramonium","55854",NA,NA
"Daucus carota","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",8,6,76610,0,0,2,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,3,3,0,"Queen Anne's lace","Present","Daucus carota","76610",NA,NA
"Daucus pusillus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",6,5,56726,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,"American wild carrot, rattlesnake carrot, rattlesnake weed, southwest wild carrot","Present","Daucus pusillus","56726",NA,NA
"Deconica coprophila","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica",1,1,528643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Deinandra corymbosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Deinandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"coastal tarweed","Unconfirmed","Hemizonia corymbosa","60956","Deinandra corymbosa",NA
"Delairea odorata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Delairea",24,20,53208,4,0,6,1,0,0,0,1,3,0,1,8,0,0,0,0,0,1,1,8,6,8,0,"cape ivy","Present","Delairea odorata","53208",NA,NA
"Delphinium andersonii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unconfirmed","Delphinium andersoni","76621","Delphinium andersonii",NA
"Delphinium californicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",6,5,51858,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,"California larkspur","Present","Delphinium californicum","51858",NA,NA
"Delphinium decorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",1,1,59812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"coastal larkspur","Present","Delphinium decorum","59812",NA,NA
"Delphinium hesperium","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"foothill larkspur","Unconfirmed","Delphinium hesperium","59977",NA,NA
"Delphinium nudicaule","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",9,7,50642,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,"red larkspur","Unconfirmed","Delphinium nudicaule","50642",NA,NA
"Delphinium patens","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",2,2,57237,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"Delphinium variegatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",7,7,50632,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,"royal larkspur","Unconfirmed","Delphinium variegatum","50632",NA,NA
"Delphinus capensis","Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus",1,1,41525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"long-beaked common dolphin","Probably Present","Delphinus capensis","41525",NA,NA
"Delphinus delphis","Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common dolphin","Probably Present","Delphinus delphis","41526",NA,NA
"Dendraster excentricus","Invertebrate","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",19,13,117696,3,1,1,4,2,0,3,3,1,1,0,0,0,0,0,0,0,0,6,3,1,8,1,NA,NA,NA,NA,NA,NA
"Dendroalsia abietina","Plant","Plantae","Bryophyta","Bryopsida","Leucodontales","Leucodontaceae","Dendroalsia",6,6,55340,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA
"Dendrobeania laxa","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Dendrobeania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dendrobeania laxa","339211","Dendrobeania laxa","Dendrobeania laxa"
"Dendrobeania lichenoides","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Dendrobeania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dendrobeania lichenoides","339213","Dendrobeania lichenoides","Dendrobeania lichenoides"
"Dendromecon rigida","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dendromecon",1,1,58224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"tree poppy","Unconfirmed","Dendromecon rigida","58224",NA,NA
"Dendronotus albus","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus",7,6,47773,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,NA,NA,NA,NA,NA,NA
"Dendronotus iris","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"giant frond-aeolis","Present","Dendronotus iris","47706",NA,NA
"Dendronotus subramosus","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus",5,4,47771,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,NA,NA,NA,NA,NA,NA
"Dendronotus venustus","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus",2,2,129995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"Dermacentor variabilis","Invertebrate","Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor",3,2,52155,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA
"Dermasterias imbricata","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias",58,23,63382,8,6,5,2,5,12,8,0,0,4,5,3,0,0,0,0,1,0,13,6,10,25,3,"Leather star","Present","Dermasterias imbricata","63382",NA,NA
"Dermatocarpon meiophyllizum","Fungi","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Dermatocarpon",1,1,218255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Deroceras reticulatum","Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras",2,2,124432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"Deschampsia cespitosa","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tufted hairgrass","Present","Deschampsia cespitosa","76639",NA,NA
"Deschampsia danthonioides","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annual hairgrass","Unconfirmed","Deschampsia danthonioides","57164","Deschampsia danthonioides","Deschampsia danthonioides"
"Deschampsia elongata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"slender hairgrass","Present","Deschampsia elongata","52722",NA,NA
"Desmarestia ligulata","Microbe","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia",9,6,328357,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,"","Present","Desmarestia ligulata","328357",NA,NA
"Despaxia augusta","Invertebrate","Animalia","Arthropoda","Insecta","Plecoptera","Leuctridae","Despaxia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Despaxia augusta","218286","Despaxia augusta","Despaxia augusta"
"Detonella papillicornis","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Detonidae","Detonella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Detonella papillicornis","339097","Detonella papillicornis","Detonella papillicornis"
"Diabrotica undecimpunctata","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica",14,11,201568,0,0,2,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,6,5,NA,NA,NA,NA,NA,NA
"Diadophis punctatus","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Diadophis",2,2,26575,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Ringneck Snake, Ring-necked Snake","Present","Diadophis punctatus","26575",NA,NA
"Diadumene franciscana","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Diadumenidae","Diadumene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco anemone","Present","Diadumene franciscana","345458",NA,NA
"Diadumene leucolena","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Diadumenidae","Diadumene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white anemone","Present","Diadumene leucolena","345457","Diadumene leucolena","Diadumene leucolena"
"Diaea livens","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Diaea",2,2,318466,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Diaphorodoris lirulatocauda","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Diaphorodoris",3,2,48630,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA
"Diastictis fracturalis","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diastictis",1,1,210607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Diaulula sandiegensis","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula",56,19,508884,5,0,7,2,6,16,13,0,0,0,5,2,0,0,1,1,0,0,4,14,10,25,1,"ringed doris","Present","Diaulula sandiegensis","508884",NA,NA
"Dicamptodon ensatus","Herp","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon",9,9,26823,0,2,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,3,2,"California giant salamander","Present","Dicamptodon ensatus","26823",NA,NA
"Dicentra formosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dicentra",8,7,51048,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,"Pacific bleeding heart","Present","Dicentra formosa","51048",NA,NA
"Dichelostemma capitatum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma",51,34,50654,0,2,30,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,27,"bluedicks","Present","Dichelostemma capitatum","50654",NA,NA
"Dichelostemma congestum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma",3,3,56593,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,"ookow","Unconfirmed","Dichelostemma congestum","56593",NA,NA
"Dichondra donelliana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra",1,1,61175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Dichondra donnelliana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra",1,1,61812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"California ponysfoot","Present","Dichondra donnelliana","61812",NA,NA
"Dichondra micrantha","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asian ponysfoot","Present","Dichondra micrantha","76650",NA,NA
"Dicranota","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dicranota","247963","Dicranota","Dicranota"
"Dicymolomia metalliferalis","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Dicymolomia",1,1,321699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Didelphis virginiana","Mammal","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia opossum","Present","Didelphis virginiana","42652",NA,NA
"Didemnum","Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Didemnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Didemnum","55512","Didemnum","Didemnum"
"Didemnum vexillum","Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Didemnum",1,1,126506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Didymium squamulosum","Microbe","Protozoa","Mycetozoa","Myxomycetes","Physarales","Didymiaceae","Didymium",1,1,327928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Dietes iridioides","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Dietes",1,1,129407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Digitalis purpurea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis",8,8,53983,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,"purple foxglove","Present","Digitalis purpurea","53983",NA,NA
"Digitaria sanguinalis","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Digitaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crabgrass, hairy crab grass, hairy crabgrass, large crabgrass, purple crabgrass, redhair crabgrass","Present","Digitaria sanguinalis","51633",NA,NA
"Dilsea californica","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Dilsea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dilsea californica","339027",NA,NA
"Dinophysis fortii","Microbe","Chromista","Myzozoa","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dinophysis fortii","320123","Dinophysis fortii","Dinophysis fortii"
"Diodora aspera","Invertebrate","Animalia","Mollusca","Gastropoda","Archaeogastropoda","Fissurellidae","Diodora",3,2,64148,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA
"Diopatra ornata","Invertebrate","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Diopatra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Diopatra ornata","339286","Diopatra ornata","Diopatra ornata"
"Diphetor","Invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Diphetor","173827","Diphetor","Diphetor"
"Diplosoma listerianum","Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Diplosoma",1,1,81778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Present","Diplosoma listerianum","81778",NA,NA
"Dipolydora","Invertebrate","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Dipolydora","345520","Dipolydora","Dipolydora"
"Dipolydora caulleryi","Invertebrate","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Polydora brachycephala","339229","Dipolydora caulleryi","Polydora brachycephala"
"Dipsacus fullonum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus",4,4,56002,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,"common teasel, Fuller's teasel, teasel, venuscup teasle","Present","Dipsacus fullonum","56002",NA,NA
"Dipsacus sativus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus",8,8,53028,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,"Indian teasel","Present","Dipsacus sativus","53028",NA,NA
"Dirca occidentalis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Thymelaeaceae","Dirca",3,3,50315,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"western leatherwood","Present","Dirca occidentalis","50315",NA,NA
"Dirona picta","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dironidae","Dirona",7,5,48978,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,"painted dirona","Present","Dirona picta","48978",NA,NA
