"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"36101","Steuben County, New York",98990,98991,97631,3601531651,35027245
"36103","Suffolk County, New York",1493350,1494878,1501587,2362201496,3784184893
"36105","Sullivan County, New York",77547,77433,74877,2507450206,74049483
"36107","Tioga County, New York",51125,51074,49453,1343172320,11080489
"36109","Tompkins County, New York",101564,101774,104926,1229334487,43794640
"36111","Ulster County, New York",182493,182421,180143,2911755518,94599622
"36113","Warren County, New York",65707,65684,64688,2245395916,167449107
"36115","Washington County, New York",63216,63292,62230,2152756071,38083243
"36117","Wayne County, New York",93772,93755,91446,1563902765,2018182309
"36119","Westchester County, New York",949113,950636,976396,1114982482,179999078
"36121","Wyoming County, New York",42155,42088,41013,1535205959,9171431
"36123","Yates County, New York",25348,25349,25048,875785717,97504792
"37001","Alamance County, North Carolina",151131,151581,158276,1098007863,27957457
"37003","Alexander County, North Carolina",37198,37247,37325,673381461,9469976
"37005","Alleghany County, North Carolina",11155,11145,10837,608801116,3854920
"37007","Anson County, North Carolina",26948,26873,25759,1376453053,14612923
"37009","Ashe County, North Carolina",27281,27251,27020,1103683753,8117340
"37011","Avery County, North Carolina",17797,17730,17689,639951854,367329
"37013","Beaufort County, North Carolina",47759,47781,47651,2142417945,339348344
"37015","Bertie County, North Carolina",21282,21251,20199,1811100404,108725316
"37017","Bladen County, North Carolina",35190,35168,34318,2264498846,33230362
"37019","Brunswick County, North Carolina",107431,108181,122765,2193650178,525380745
"37021","Buncombe County, North Carolina",238318,238776,253178,1700772614,8984885
"37023","Burke County, North Carolina",90912,90687,88842,1313381247,20658001
"37025","Cabarrus County, North Carolina",178011,178649,196762,936925455,7033038
"37027","Caldwell County, North Carolina",83029,82959,81287,1221349765,7115682
"37029","Camden County, North Carolina",9980,9983,10309,623038021,180412363
"37031","Carteret County, North Carolina",66469,66697,68879,1311185243,2161018307
"37033","Caswell County, North Carolina",23719,23686,22941,1100542142,8625089
"37035","Catawba County, North Carolina",154358,154303,155056,1032683744,38057078
"37037","Chatham County, North Carolina",63505,63781,70928,1766851529,71603066
"37039","Cherokee County, North Carolina",27444,27428,27178,1179547136,29262798
"37041","Chowan County, North Carolina",14793,14746,14394,446702391,157536111
"37043","Clay County, North Carolina",10587,10582,10703,556201310,15223554
"37045","Cleveland County, North Carolina",98078,97989,96879,1202408392,10356247
"37047","Columbus County, North Carolina",58098,57925,56694,2427578082,42338295
"37049","Craven County, North Carolina",103505,103939,103451,1836191667,168876517
"37051","Cumberland County, North Carolina",319431,320150,323838,1689487711,15675494
"37053","Currituck County, North Carolina",23547,23663,25263,678194049,685673954
"37055","Dare County, North Carolina",33920,33986,35663,993052150,3053969840
"37057","Davidson County, North Carolina",162878,162884,164622,1431421129,37148773
"37059","Davie County, North Carolina",41240,41281,41753,684029311,7726765
"37061","Duplin County, North Carolina",58505,58690,59159,2113998631,14128054
"37063","Durham County, North Carolina",267587,270878,300952,740672748,30797770
"37065","Edgecombe County, North Carolina",56552,56607,54150,1308814792,3402234
"37067","Forsyth County, North Carolina",350670,351463,369019,1057097245,11781201
"37069","Franklin County, North Carolina",60619,60837,63710,1273451203,7294554
"37071","Gaston County, North Carolina",206086,206077,213442,922106205,20913349
"37073","Gates County, North Carolina",12197,12160,11431,881747682,13578050
"37075","Graham County, North Carolina",8861,8869,8616,756481641,24828214
"37077","Granville County, North Carolina",59916,57652,58674,1376758990,12765614
"37079","Greene County, North Carolina",21362,21372,21134,688749236,1222022
"37081","Guilford County, North Carolina",488406,489489,517600,1672364534,30883952
"37083","Halifax County, North Carolina",54691,54532,52456,1875375057,18371274
"37085","Harnett County, North Carolina",114678,115728,128140,1541008895,16360689
"37087","Haywood County, North Carolina",59036,58958,59868,1434055217,2416649
"37089","Henderson County, North Carolina",106740,106951,112655,966241824,5602486
"37091","Hertford County, North Carolina",24669,24599,24184,914421664,18891664
"37093","Hoke County, North Carolina",46952,47473,52671,1012022108,4019951
"37095","Hyde County, North Carolina",5810,5813,5526,1586884785,2101324125
"37097","Iredell County, North Carolina",159437,159798,169866,1486221270,59749281
"37099","Jackson County, North Carolina",40271,40345,41265,1271048658,9815952
"37101","Johnston County, North Carolina",168878,169643,185660,2049455206,10890982
"37103","Jones County, North Carolina",10153,10078,10013,1219128858,6493576
"37105","Lee County, North Carolina",57866,57887,59660,660341698,10576667
"37107","Lenoir County, North Carolina",59495,59450,58106,1037527054,5768474
"37109","Lincoln County, North Carolina",78265,78406,81035,771655597,23577093
"37111","McDowell County, North Carolina",44996,45071,44989,1141169175,13956758
"37113","Macon County, North Carolina",33922,33941,34201,1335290241,10694329
"37115","Madison County, North Carolina",20764,20777,21139,1164379747,4836699
"37117","Martin County, North Carolina",24505,24460,23357,1194547357,754236
"37119","Mecklenburg County, North Carolina",919628,923314,1034070,1356745512,57153194
"37121","Mitchell County, North Carolina",15579,15535,15246,573487628,1714316
"37123","Montgomery County, North Carolina",27798,27744,27548,1273651813,25988964
"37125","Moore County, North Carolina",88247,88607,94352,1807404472,20746101
"37127","Nash County, North Carolina",95840,95840,93919,1399646368,6118092
"37129","New Hanover County, North Carolina",202667,203298,220358,496071702,353971012
"37131","Northampton County, North Carolina",22099,21996,20426,1389757849,36301273
"37133","Onslow County, North Carolina",177772,179595,186311,1975496912,370806698
"37135","Orange County, North Carolina",133801,134043,141354,1030705790,8986425
"37137","Pamlico County, North Carolina",13144,13103,12781,871627408,596248407
"37139","Pasquotank County, North Carolina",40661,40721,39829,587616860,162021054
"37141","Pender County, North Carolina",52217,52350,57611,2252758539,163145775
"37143","Perquimans County, North Carolina",13453,13483,13440,639957337,212061101
"37145","Person County, North Carolina",39464,39421,39259,1016108548,30450439
"37147","Pitt County, North Carolina",168148,168822,175842,1688606138,7382149
"37149","Polk County, North Carolina",20510,20450,20366,615871126,1932284
"37151","Randolph County, North Carolina",141752,141929,142799,2026710821,17696116
"37153","Richmond County, North Carolina",46639,46626,45437,1227191624,15790811
"37155","Robeson County, North Carolina",134168,134381,134197,2458470383,4574244
"37157","Rockingham County, North Carolina",93643,93650,91758,1464770304,18529683
"37159","Rowan County, North Carolina",138428,138315,139142,1324451332,31989769
"37161","Rutherford County, North Carolina",67810,67746,66390,1461144059,4399859
"37163","Sampson County, North Carolina",63431,63515,63724,2446865522,4805674
"37165","Scotland County, North Carolina",36157,36081,35509,825803818,3831577
"37167","Stanly County, North Carolina",60585,60553,60714,1023267267,25262146
"37169","Stokes County, North Carolina",47401,47335,46351,1162535003,17539406
"37171","Surry County, North Carolina",73673,73693,72743,1378304182,10715854
"37173","Swain County, North Carolina",13981,13997,14434,1367504099,32758423
"37175","Transylvania County, North Carolina",33090,33065,33211,980383414,5140678
"37177","Tyrrell County, North Carolina",4407,4413,4070,1007595142,531422526
"37179","Union County, North Carolina",201292,202117,222742,1635630037,20736444
"37181","Vance County, North Carolina",45422,45302,44568,656606884,42223392
"37183","Wake County, North Carolina",900993,906965,1024198,2163206258,57246693
"37185","Warren County, North Carolina",20972,20923,20155,1109696231,39641663
"37187","Washington County, North Carolina",13228,13163,12385,901664508,196093080
"37189","Watauga County, North Carolina",51079,50981,52906,809515805,2322130
"37191","Wayne County, North Carolina",122623,122892,124132,1432488557,9752596
"37193","Wilkes County, North Carolina",69340,69231,68502,1953571382,6843251
"37195","Wilson County, North Carolina",81234,81246,81714,953567109,14395628
"37197","Yadkin County, North Carolina",38406,38436,37585,867203563,6932224
"37199","Yancey County, North Carolina",17818,17796,17587,809623022,1458712
"38001","Adams County, North Dakota",2343,2349,2359,2557922251,2833850
"38003","Barnes County, North Dakota",11066,11064,11099,3863106624,56593591
"38005","Benson County, North Dakota",6660,6675,6753,3596736786,131543448
"38007","Billings County, North Dakota",783,771,936,2975515808,11971761
"38009","Bottineau County, North Dakota",6429,6426,6716,4321189959,74919452
"38011","Bowman County, North Dakota",3151,3143,3294,3009066810,13587996
"38013","Burke County, North Dakota",1968,1959,2308,2858226820,65673353
"38015","Burleigh County, North Dakota",81308,81729,92991,4228552194,92317493
"38017","Cass County, North Dakota",149778,150270,171512,4571166077,7672824
"38019","Cavalier County, North Dakota",3993,3982,3828,3855846875,54931561
"38021","Dickey County, North Dakota",5289,5285,5104,2930494938,27610559
"38023","Divide County, North Dakota",2071,2078,2450,3265421252,86617715
"38025","Dunn County, North Dakota",3536,3541,4646,5201886375,190579197
"38027","Eddy County, North Dakota",2385,2382,2365,1632134239,36114074
"38029","Emmons County, North Dakota",3550,3542,3402,3912008054,115480694
"38031","Foster County, North Dakota",3343,3344,3356,1645814578,29450851
"38033","Golden Valley County, North Dakota",1680,1683,1845,2592024347,4147539
"38035","Grand Forks County, North Dakota",66861,66984,70916,3720196548,8098075
"38037","Grant County, North Dakota",2394,2389,2388,4297150375,17563260
"38039","Griggs County, North Dakota",2420,2411,2314,1835821650,19759408
"38041","Hettinger County, North Dakota",2477,2475,2704,2932439374,4036933
"38043","Kidder County, North Dakota",2435,2439,2417,3499563866,211662138
"38045","LaMoure County, North Dakota",4139,4123,4125,2967978523,12813384
"38047","Logan County, North Dakota",1990,1999,1935,2571385626,47715595
"38049","McHenry County, North Dakota",5395,5397,5968,4853519308,97354626
"38051","McIntosh County, North Dakota",2809,2796,2759,2524546555,51817666
"38053","McKenzie County, North Dakota",6360,6399,12826,7149203878,260170373
"38055","McLean County, North Dakota",8962,8992,9744,5467142997,562391654
"38057","Mercer County, North Dakota",8424,8425,8853,2701246664,180092152
"38059","Morton County, North Dakota",27471,27577,30310,4989016959,49666838
"38061","Mountrail County, North Dakota",7673,7720,10331,4727500245,301140196
"38063","Nelson County, North Dakota",3126,3120,2968,2542784509,70037095
"38065","Oliver County, North Dakota",1846,1836,1846,1871293986,22476269
"38067","Pembina County, North Dakota",7413,7399,7091,2897404213,6996073
"38069","Pierce County, North Dakota",4357,4352,4312,2638162604,165070762
"38071","Ramsey County, North Dakota",11451,11450,11630,3073936800,295415855
"38073","Ransom County, North Dakota",5457,5429,5448,2233494202,3581125
"38075","Renville County, North Dakota",2470,2476,2571,2271556786,40648335
"38077","Richland County, North Dakota",16321,16330,16402,3718650537,25035912
"38079","Rolette County, North Dakota",13937,14003,14649,2338963694,93918521
"38081","Sargent County, North Dakota",3829,3804,3876,2223539399,21720498
"38083","Sheridan County, North Dakota",1321,1314,1310,2518450003,86143155
"38085","Sioux County, North Dakota",4153,4151,4370,2833691263,88449927
"38087","Slope County, North Dakota",727,729,767,3146633069,10978014
"38089","Stark County, North Dakota",24199,24352,32154,3456948249,14135800
"38091","Steele County, North Dakota",1975,1976,1956,1844629354,8414336
"38093","Stutsman County, North Dakota",21100,21125,21103,5754239519,197315065
"38095","Towner County, North Dakota",2246,2235,2272,2653599962,43818735
"38097","Traill County, North Dakota",8121,8111,8014,2232438235,1462184
"38099","Walsh County, North Dakota",11119,11090,10897,3320186385,31504314
"38101","Ward County, North Dakota",61675,62113,71275,5214369294,110541959
"38103","Wells County, North Dakota",4207,4199,4168,3291995693,50053244
"38105","Williams County, North Dakota",22398,22587,35294,5380444836,182522864
"39001","Adams County, Ohio",28550,28557,28024,1512208946,6165954
"39003","Allen County, Ohio",106331,106405,104425,1042458893,11275149
"39005","Ashland County, Ohio",53139,53320,53213,1095434931,9969455
"39007","Ashtabula County, Ohio",101497,101400,98632,1817993244,1724857052
"39009","Athens County, Ohio",64757,65223,65886,1304313482,12542538
"39011","Auglaize County, Ohio",45949,45934,45876,1039585234,1345187
"39013","Belmont County, Ohio",70400,70318,69154,1378206525,23685679
"39015","Brown County, Ohio",44846,44883,43839,1269135535,8898059
"39017","Butler County, Ohio",368130,369064,376353,1209668470,7968185
"39019","Carroll County, Ohio",28836,28825,27811,1022032078,11192671
"39021","Champaign County, Ohio",40097,40059,38987,1110247425,3015688
"39023","Clark County, Ohio",138333,138246,135959,1029450254,13089442
"39025","Clermont County, Ohio",197363,197705,201973,1170933540,19855695
"39027","Clinton County, Ohio",42040,41903,41917,1058487805,9351104
"39029","Columbiana County, Ohio",107841,107863,104806,1377597314,7239848
"39031","Coshocton County, Ohio",36901,36928,36569,1460529028,9244955
"39033","Crawford County, Ohio",43784,43769,42306,1040620962,2359241
"39035","Cuyahoga County, Ohio",1280122,1278226,1255921,1184118946,2041935958
"39037","Darke County, Ohio",52959,52962,52076,1549072326,4291078
"39039","Defiance County, Ohio",39037,39112,38352,1065675702,7069453
"39041","Delaware County, Ohio",174214,175146,193013,1147617685,36859321
"39043","Erie County, Ohio",77079,77034,75550,651531963,969767280
"39045","Fairfield County, Ohio",146156,146385,151408,1306418559,10749604
"39047","Fayette County, Ohio",29030,29017,28679,1052458662,1705305
"39049","Franklin County, Ohio",1163414,1166296,1251722,1378361040,29318642
"39051","Fulton County, Ohio",42698,42616,42537,1050091407,4621143
"39053","Gallia County, Ohio",30934,31085,30142,1208307512,12085419
"39055","Geauga County, Ohio",93389,93418,94102,1036420180,21054534
"39057","Greene County, Ohio",161573,161608,164427,1071554325,6542481
"39059","Guernsey County, Ohio",40087,40136,39258,1352631007,15666026
"39061","Hamilton County, Ohio",802374,802270,807598,1051302780,17407186
"39063","Hancock County, Ohio",74782,74680,75573,1376210257,5959835
"39065","Hardin County, Ohio",32058,32099,31682,1218342731,629922
"39067","Harrison County, Ohio",15864,15849,15450,1042052713,21829291
"39069","Henry County, Ohio",28215,28115,27816,1077461447,9687602
"39071","Highland County, Ohio",43589,43598,43026,1432479939,12195011
"39073","Hocking County, Ohio",29380,29470,28491,1091222019,5969586
"39075","Holmes County, Ohio",42366,42470,43909,1094355785,3745395
"39077","Huron County, Ohio",59626,59578,58469,1272965600,8615850
"39079","Jackson County, Ohio",33225,33273,32596,1088582018,3184785
"39081","Jefferson County, Ohio",69709,69612,67347,1057566189,6796784
"39083","Knox County, Ohio",60921,61086,61061,1361024108,10719185
"39085","Lake County, Ohio",230041,230004,229245,589203623,1946906118
"39087","Lawrence County, Ohio",62450,62420,61109,1174224238,10110468
"39089","Licking County, Ohio",166492,166719,170570,1767667183,12927054
"39091","Logan County, Ohio",45858,45770,45386,1187326601,21608810
"39093","Lorain County, Ohio",301356,301471,305147,1271946706,1119471339
"39095","Lucas County, Ohio",441815,441575,433689,882810658,660502949
"39097","Madison County, Ohio",43435,43395,44094,1206610780,1954541
"39099","Mahoning County, Ohio",238823,238398,231900,1066098928,35386274
"39101","Marion County, Ohio",66501,66452,65355,1045726869,908586
"39103","Medina County, Ohio",172332,172542,176395,1091310901,4294303
"39105","Meigs County, Ohio",23770,23733,23257,1113949889,7519799
"39107","Mercer County, Ohio",40814,40782,40968,1197736887,28427397
"39109","Miami County, Ohio",102506,102479,104224,1053037884,7966574
"39111","Monroe County, Ohio",14642,14579,14409,1180312425,4498230
"39113","Montgomery County, Ohio",535153,536216,532258,1195417263,7204078
"39115","Morgan County, Ohio",15054,15064,14777,1078531138,13882026
"39117","Morrow County, Ohio",34827,34815,35074,1051738690,2959338
"39119","Muskingum County, Ohio",86074,86207,86290,1721250930,20731394
"39121","Noble County, Ohio",14645,14634,14326,1030846973,16986236
"39123","Ottawa County, Ohio",41428,41392,40877,660231276,855075189
"39125","Paulding County, Ohio",19614,19575,18976,1078568733,6240863
"39127","Perry County, Ohio",36058,36048,35985,1056641254,11695036
"39129","Pickaway County, Ohio",55698,55745,56998,1298414026,13551313
"39131","Pike County, Ohio",28709,28738,28217,1140324043,9568074
"39133","Portage County, Ohio",161419,161448,162275,1262311075,43207960
"39135","Preble County, Ohio",42270,42171,41329,1098465120,6065406
"39137","Putnam County, Ohio",34499,34459,34042,1249725444,4605035
"39139","Richland County, Ohio",124475,124173,121707,1282739691,12454453
"39141","Ross County, Ohio",78064,78101,77170,1784988075,9937459
"39143","Sandusky County, Ohio",60944,60874,59679,1057888420,23968158
"39145","Scioto County, Ohio",79499,79528,76825,1580445008,15370337
"39147","Seneca County, Ohio",56745,56630,55610,1427127830,4600437
"39149","Shelby County, Ohio",49423,49313,48901,1055874043,7814034
"39151","Stark County, Ohio",375586,375461,375165,1489943930,13628090
"39153","Summit County, Ohio",541781,541671,541968,1069012672,18926101
"39155","Trumbull County, Ohio",210312,209854,203751,1601380581,47321209
"39157","Tuscarawas County, Ohio",92582,92555,92916,1470169796,9880933
"39159","Union County, Ohio",52300,52420,54277,1118175978,13317479
"39161","Van Wert County, Ohio",28744,28665,28562,1059715168,3281854
"39163","Vinton County, Ohio",13435,13421,13048,1068008560,6781295
"39165","Warren County, Ohio",212693,213524,224469,1039398003,15537776
