"speciesFixed","total_obs","user_obs","kingdom","phylum","class","order","family","genus","category","inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","Category"
"Craterellus tubaeformis",2,1,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Fungi",350511,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"Crepidotus mollis",1,1,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Crepidotus","Fungi",118283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Crepis capillaris",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Plant",54050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawksbeard","Unconfirmed","Plant"
"Crotalus viridis",NA,NA,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","Herp",81526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prairie Rattlesnake, Western Rattlesnake","Probably Present","Herp"
"Cryptantha leiocarpa",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha","Plant",57704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Coast Cryptantha","Present","Plant"
"Cryptantha micromeres",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha","Plant",53027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minute-flowered Cryptantha","Present","Plant"
"Cryptantha torreyana",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cryptantha","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptantha","Unconfirmed","Plant"
"Cryptochiton stelleri",2,2,"Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Cryptochiton","Invertebrate",49053,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA
"Cryptolithodes sitchensis",NA,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Lithodidae","Cryptolithodes","Invertebrate",47395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"umbrella crab","","Invertebrate"
"Cryptomya californica",1,1,"Animalia","Mollusca","Bivalvia","Myoida","Myidae","Cryptomya","Invertebrate",339152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Present","Invertebrate"
"Cryptoporus volvatus",2,2,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cryptoporus","Fungi",118051,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
"Cumagloia andersonii",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Liagoraceae","Cumagloia","Plant",117779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Plant"
"Cupido comyntas",1,1,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido","Invertebrate",122381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Cupressus glabra",NA,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern Arizona Cypress","Present","Plant"
"Cupressus macrocarpa",5,4,"Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Plant",322545,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,"Monterey Cypress","Present","Plant"
"Cupressus sargentii",NA,NA,"Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Plant",83149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sargent Cypress","Unconfirmed","Plant"
"Cuscuta californica",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta","Plant",57019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dodder","Present","Plant"
"Cuscuta pacifica",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta","Plant",76553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Cuscuta salina",3,3,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Cuscuta","Plant",64204,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,"goldenthread, saltmarsh dodder","Present","Plant"
"Cuthona divae",1,1,"Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Cuthona","Invertebrate",47399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Cyanocitta stelleri",7,5,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Bird",8234,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,3,2,0,"Steller's Jay","Present","Bird"
"Cygnus buccinator",NA,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Bird",6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trumpeter Swan","Unconfirmed","Bird"
"Cygnus columbianus",NA,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Bird",6917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tundra Swan","Present","Bird"
"Cygnus olor",1,1,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Bird",6921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Cymatogaster aggregata",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Fish",98855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shiner perch","Present","Fish"
"Cymbalaria muralis",5,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Cymbalaria","Plant",55727,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,"Kenilworth Ivy","Present","Plant"
"Cynoglossum grande",3,3,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum","Plant",49142,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Hound's Tongue","Present","Plant"
"Cynosurus echinatus",5,1,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynosurus","Plant",47695,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"bristly dogstail grass, Hedgehog Dogtail","Present","Plant"
"Cyperus dioicus",NA,NA,"Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Cyperus","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flatsedge","Unconfirmed","Plant"
"Cyperus eragrostis",3,2,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus","Plant",59055,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,"nutsedge, Tall Cyperus, tall flatsedge, umbrella sedge","Present","Plant"
"Cyperus involucratus",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus","Plant",76588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nutsedge, umbrella plant","Probably Present","Plant"
"Cyperus niger",NA,NA,"Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Cyperus","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black flatsedge, Black-flowered Cyperus, nutsedge","Present","Plant"
"Cyprinus carpio",NA,NA,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Fish",53911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common carp, European carp","Present","Fish"
"Cypseloides niger",NA,NA,"Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Cypseloides","Bird",6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Swift","Present","Bird"
"Cystopteris fragilis",NA,NA,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Cystopteridaceae","Cystopteris","Plant",58755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brittle bladder fern, brittle bladderfern, fragile fern","Probably Present","Plant"
"Cystoseria osmundacea",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Cystoseira","Microbe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Microbe"
"Cytisus scoparius",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus","Plant",48538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Scotch Broom, scotchbroom","Present","Plant"
"Dacrymyces chrysocomus",1,1,"Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces","Fungi",528854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"Dacrymyces chrysospermus",2,2,"Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces","Fungi",118028,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA
"Dactylis glomerata",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Dactylis","Plant",52720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchard Grass, orchardgrass","Present","Plant"
"Dama dama",2,2,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama","Mammal",42161,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"fallow deer, Fallow Deer","Present","Mammal"
"Danaus plexippus",2,2,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Invertebrate",48662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA
"Danthonia californica",1,1,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Danthonia","Plant",57165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"California oatgrass","Present","Plant"
"Datura stramonium",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Datura","Plant",55854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Jimson Weed","Present","Plant"
"Daucus carota",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus","Plant",76610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrot","Present","Plant"
"Daucus pusillus",3,2,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus","Plant",56726,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"American wild carrot, Rattlesnake Weed","Present","Plant"
"Deinandra corymbosa",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Deinandra","Plant",60956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"coastal tarweed","Present","Plant"
"Delairea odorata",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Delairea","Plant",53208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cape ivy","Present","Plant"
"Delphinium californicum",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Plant",51858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Larkspur","Unconfirmed","Plant"
"Delphinium decorum",2,2,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Plant",79784,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Coast Larkspur","Present","Plant"
"Delphinium nudicaule",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Plant",50642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red larkspur","Present","Plant"
"Delphinus capensis",NA,NA,"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus","Mammal",41525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"long-beaked common dolphin","Probably Present","Mammal"
"Delphinus delphis",NA,NA,"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus","Mammal",41526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common dolphin, saddle-backed dolphin, Short-beaked Common Dolphin, Short-beaked Saddleback Dolphin, short-beaked saddle-backed dolphin","Probably Present","Mammal"
"Dendraster excentricus",10,8,"Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Invertebrate",117696,0,2,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,3,5,1,NA,NA,NA
"Dendrographa alectoroides",1,1,"Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","Dendrographa","Fungi",218225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Dendroica caerulescens",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Blue Warbler","Present","Bird"
"Dendroica castanea",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bay-breasted Warbler","Present","Bird"
"Dendroica cerulea",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerulean Warbler","Unconfirmed","Bird"
"Dendroica coronata",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow-rumped Warbler","Present","Bird"
"Dendroica discolor",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prairie Warbler","Present","Bird"
"Dendroica dominica",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow-throated Warbler","Present","Bird"
"Dendroica fusca",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackburnian Warbler","Unconfirmed","Bird"
"Dendroica magnolia",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnolia Warbler","Present","Bird"
"Dendroica nigrescens",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Gray Warbler","Present","Bird"
"Dendroica occidentalis",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermit Warbler","Present","Bird"
"Dendroica palmarum",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palm Warbler","Present","Bird"
"Dendroica pensylvanica",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chestnut-sided Warbler","Present","Bird"
"Dendroica petechia",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow Warbler","Present","Bird"
"Dendroica pinus",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Dendroica","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pine Warbler","Unconfirmed","Bird"
"Dendroica striata",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackpoll Warbler","Present","Bird"
"Dendroica tigrina",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cape May Warbler","Present","Bird"
"Dendroica townsendi",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Townsend's Warbler","Present","Bird"
"Dendroica virens",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Green Warbler","Probably Present","Bird"
"Dermasterias imbricata",1,1,"Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","Invertebrate",63382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA
"Dermochelys coriacea",NA,NA,"Animalia","Chordata","Reptilia","Testudines","Dermochelyidae","Dermochelys","Herp",39677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leatherback, Leatherback Sea Turtle, leatherback turtle, tinglar","Present","Herp"
"Deschampsia caespitosa",NA,NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Deschampsia","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beringian hairgrass","Unconfirmed","Plant"
"Deschampsia cespitosa",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia","Plant",76639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tufted Hairgrass","Present","Plant"
"Deschampsia danthonioides",NA,NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Deschampsia","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Hairgrass","Present","Plant"
"Deschampsia elongata",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia","Plant",52722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slender Hairgrass","Present","Plant"
"Diabrotica undecimpunctata",7,4,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Invertebrate",201568,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,NA,NA,NA
"Diadophis punctatus",NA,NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Diadophis","Herp",26575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ringneck Snake, Ring-necked Snake","Probably Present","Herp"
"Diaulula sandiegensis",3,3,"Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Invertebrate",508884,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA
"Dicamptodon ensatus",1,1,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon","Herp",26823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"California giant salamander","Present","Herp"
"Dicentra formosa",2,2,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dicentra","Plant",51048,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Bleeding Heart, Pacific bleeding heart","Present","Plant"
"Dichelostemma capitatum",1,1,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma","Plant",50654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Blue Dicks","Unconfirmed","Plant"
"Dichelostemma congestum",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma","Plant",56593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ookow","Unconfirmed","Plant"
"Dichondra donnelliana",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra","Plant",61812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dichondra","Unconfirmed","Plant"
"Dichorda illustraria",1,1,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Dichorda","Invertebrate",334057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA
"Dicranota",NA,NA,"Animalia","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota","Invertebrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Invertebrate"
"Didelphis virginiana",NA,NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Mammal",42652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia Opossum","Present","Mammal"
"Didemnum vexillum",2,1,"Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Didemnum","Invertebrate",126506,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
"Digitalis purpurea",10,10,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis","Plant",53983,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,"Foxglove, purple foxglove","Present","Plant"
"Digitaria sanguinalis",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Digitaria","Plant",51633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crabgrass","Present","Plant"
"Diomedea albatrus",NA,NA,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Short-tailed Albatross","Present","Bird"
"Diomedea nigripes",NA,NA,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-footed Albatross","Present","Bird"
"Dipsacus fullonum",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Plant",56002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fuller's teasel, Wild Teasel","Present","Plant"
"Dipsacus sativus",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Plant",53028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fullers' Teasel","Present","Plant"
