"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Daucus carota","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carrot","Present","Daucus carota","76610",NA,NA
"Daucus pusillus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Daucus",3,2,56726,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"American wild carrot, Rattlesnake Weed","Present","Daucus pusillus","56726",NA,NA
"Deinandra corymbosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Deinandra",1,1,60956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"coastal tarweed","Present","Deinandra corymbosa","60956",NA,NA
"Delairea odorata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Delairea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cape ivy","Present","Delairea odorata","53208",NA,NA
"Delphinium californicum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Larkspur","Unconfirmed","Delphinium californicum","51858",NA,NA
"Delphinium decorum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",2,2,79784,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Coast Larkspur","Present","Delphinium decorum","59812",NA,NA
"Delphinium nudicaule","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red larkspur","Present","Delphinium nudicaule","50642",NA,NA
"Delphinus capensis","Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"long-beaked common dolphin","Probably Present","Delphinus capensis","41525",NA,NA
"Delphinus delphis","Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common dolphin, saddle-backed dolphin, Short-beaked Common Dolphin, Short-beaked Saddleback Dolphin, short-beaked saddle-backed dolphin","Probably Present","Delphinus delphis","41526",NA,NA
"Dendraster excentricus","Invertebrate","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",10,8,117696,0,2,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,3,5,1,NA,NA,NA,NA,NA,NA
"Dendrographa alectoroides","Fungi","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae","Dendrographa",1,1,218225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Dendronotus subramosus","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendronotidae","Dendronotus",1,1,47771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Dermasterias imbricata","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias",1,1,63382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Dermochelys coriacea","Herp","Animalia","Chordata","Reptilia","Testudines","Dermochelyidae","Dermochelys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leatherback, Leatherback Sea Turtle, leatherback turtle, tinglar","Present","Dermochelys coriacea","39677",NA,NA
"Deschampsia cespitosa","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beringian hairgrass","Unconfirmed","Deschampsia caespitosa","76639","Deschampsia cespitosa",NA
"Deschampsia cespitosa","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tufted Hairgrass","Present","Deschampsia cespitosa","76639",NA,NA
"Deschampsia danthonioides","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Hairgrass","Present","Deschampsia danthonioides","57164","Deschampsia danthonioides","Deschampsia danthonioides"
"Deschampsia elongata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Deschampsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slender Hairgrass","Present","Deschampsia elongata","52722",NA,NA
"Diabrotica undecimpunctata","Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica",7,4,201568,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,NA,NA,NA,NA,NA,NA
"Diadophis punctatus","Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Diadophis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ringneck Snake, Ring-necked Snake","Probably Present","Diadophis punctatus","26575",NA,NA
"Diaphorodoris lirulatocauda","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Diaphorodoris",1,1,48630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Diaulula sandiegensis","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula",4,4,508884,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA
"Dicamptodon ensatus","Herp","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon",1,1,26823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"California giant salamander","Present","Dicamptodon ensatus","26823",NA,NA
"Dicentra formosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Dicentra",6,5,51048,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"Bleeding Heart, Pacific bleeding heart","Present","Dicentra formosa","51048",NA,NA
"Dichelostemma capitatum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma",4,3,50654,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"Blue Dicks","Unconfirmed","Dichelostemma capitatum","50654",NA,NA
"Dichelostemma congestum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Dichelostemma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ookow","Unconfirmed","Dichelostemma congestum","56593",NA,NA
"Dichondra donnelliana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Dichondra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dichondra","Unconfirmed","Dichondra donnelliana","61812",NA,NA
"Dichorda illustraria","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Dichorda",1,1,334057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Dicranota","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Dicranota","247963","Dicranota","Dicranota"
"Didelphis virginiana","Mammal","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia Opossum","Present","Didelphis virginiana","42652",NA,NA
"Didemnum vexillum","Invertebrate","Animalia","Chordata","Ascidiacea","Enterogona","Didemnidae","Didemnum",2,1,126506,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Digitalis purpurea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis",10,10,53983,0,0,0,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,"Foxglove, purple foxglove","Present","Digitalis purpurea","53983",NA,NA
"Digitaria sanguinalis","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Digitaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"crabgrass","Present","Digitaria sanguinalis","51633",NA,NA
"Dipsacus fullonum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus",1,1,56002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fuller's teasel, Wild Teasel","Present","Dipsacus fullonum","56002",NA,NA
"Dipsacus sativus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fullers' Teasel","Present","Dipsacus sativus","53028",NA,NA
"Dirca occidentalis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Thymelaeaceae","Dirca",1,1,50315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Leatherwood","Not In Park","Dirca occidentalis","50315",NA,NA
"Distichlis spicata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Distichlis",5,3,58372,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,"inland saltgrass, Saltgrass","Present","Distichlis spicata","58372",NA,NA
"Dolichonyx oryzivorus","Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Dolichonyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bobolink","Probably Present","Dolichonyx oryzivorus","10487",NA,NA
"Dolichousnea longissima","Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Dolichousnea",1,1,55889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Doriopsilla albopunctata","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dendrodorididae","Doriopsilla",1,1,474590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Doris montereyensis","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris",4,4,47469,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA
"Doto columbiana","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto",1,1,47774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Dreissena polymorpha","Invertebrate","Animalia","Mollusca","Bivalvia","Veneroida","Dreissenidae","Dreissena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zebra mussel","Present","Dreissena polymorpha","116340",NA,NA
"Drosanthemum floribundum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Drosanthemum",3,3,60107,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"Pale Pink Iceplant","Present","Drosanthemum floribundum","60107",NA,NA
"Drymocallis glandulosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Drymocallis",1,1,76716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sticky cinquefoil","Present","Drymocallis glandulosa","76716",NA,NA
"Dryocopus pileatus","Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus",3,2,17855,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"Pileated Woodpecker","Present","Dryocopus pileatus","17855",NA,NA
"Dryopteris arguta","Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Dryopteris",2,2,52671,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,"Coastal Wood Fern, coastal woodfern","Present","Dryopteris arguta","52671",NA,NA
"Dryopteris expansa","Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Dryopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spreading Wood Fern, spreading woodfern","Present","Dryopteris expansa","64055",NA,NA
"Dudleya cymosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"canyon liveforever, Rock Lettuce","Present","Dudleya cymosa","58136",NA,NA
"Dudleya farinosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",24,19,51889,0,1,1,2,2,9,6,1,0,0,0,2,0,0,0,2,1,0,0,3,4,14,0,"powdery liveforever, Sea Lettuce","Present","Dudleya farinosa","51889",NA,NA
"Dumetella carolinensis","Bird","Animalia","Chordata","Aves","Passeriformes","Mimidae","Dumetella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray Catbird","Present","Dumetella carolinensis","14995",NA,NA
"Dysphania ambrosioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Dysphania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican tea","Present","Dysphania ambrosioides","76746",NA,NA
"Dysphania botrys","Plant","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Dysphania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jerusalem oak goosefoot","Unconfirmed","Dysphania botrys","76748","Dysphania botrys","Dysphania botrys"
"Echinochloa crus-galli","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Echinochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barnyard grass","Probably Present","Echinochloa crus-galli","60283",NA,NA
"Echium candicans","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Echium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echium, pride of Madeira","Present","Echium candicans","57723",NA,NA
"Echium plantagineum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Echium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echium","Unconfirmed","Echium plantagineum","76764",NA,NA
"Egeria densa","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae","Egeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazilian elodea, Brazilian waterweed, Brazilian-waterweed, common waterweed, South American waterweed","Present","Egeria densa","60465",NA,NA
"Egregia menziesii","Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Egregia",3,3,67419,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,"","Present","Egregia menziesii","67419",NA,NA
"Egretta caerulea","Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Little blue heron","Present","Egretta caerulea","4937",NA,NA
"Egretta thula","Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snowy Egret","Present","Egretta thula","4940",NA,NA
"Ehrharta calycina","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Ehrharta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veldt Grass","Unconfirmed","Ehrharta calycina","76766","Ehrharta calycina","Ehrharta calycina"
"Ehrharta erecta","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Ehrharta",1,1,64140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"panic veldt grass, panic veldtgrass","Present","Ehrharta erecta","64140",NA,NA
"Elanus leucurus","Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus",12,8,5277,1,1,0,0,0,1,1,0,4,0,3,1,0,0,0,0,0,0,3,2,6,0,1,"White-tailed Kite","Present","Elanus leucurus","5277",NA,NA
"Eleocharis engelmannii","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Eleocharis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engelmann's spike-rush","Probably Present","Eleocharis engelmannii","76776",NA,NA
"Eleocharis macrostachya","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Eleocharis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large Spikerush, spikerush","Present","Eleocharis macrostachya","59064",NA,NA
"Eleocharis rostellata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Eleocharis",1,1,59065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"walking sedge, Walking Spikerush","Present","Eleocharis rostellata","59065",NA,NA
"Elgaria coerulea","Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria",17,15,32064,0,2,2,2,1,0,3,2,2,2,1,0,0,0,0,2,0,1,1,2,6,4,1,"Northern Alligator Lizard","Present","Elgaria coerulea","32064",NA,NA
"Elgaria multicarinata","Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria",2,2,32055,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Southern Alligator Lizard","Probably Present","Elgaria multicarinata","32055",NA,NA
"Elodea canadensis","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Hydrocharitaceae","Elodea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"broad waterweed, Canada waterweed, Canadian waterweed","Present","Elodea canadensis","76793",NA,NA
"Elymus californicus","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Elymus",1,1,76794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"California bottlebrush grass, California Bottle-brush Grass","Present","Elymus californicus","76794",NA,NA
"Elymus glaucus","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Elymus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blue Wildrye","Present","Elymus glaucus","52791",NA,NA
"Embiotoca jacksoni","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca",1,1,117554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"black perch","Present","Embiotoca jacksoni","117554",NA,NA
"Embiotoca lateralis","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Embiotoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"striped seaperch","Present","Embiotoca lateralis","117555",NA,NA
"Emerita analoga","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Hippidae","Emerita",10,8,47414,0,1,0,1,4,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,3,4,0,NA,NA,NA,NA,NA,NA
"Empidonax difficilis","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",1,1,16598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Pacific-slope Flycatcher","Present","Empidonax difficilis","16598",NA,NA
"Empidonax flaviventris","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow-bellied Flycatcher","Unconfirmed","Empidonax flaviventris","16603",NA,NA
"Empidonax hammondii","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hammond's Flycatcher","Probably Present","Empidonax hammondii","16624",NA,NA
"Empidonax minimus","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Least Flycatcher","Probably Present","Empidonax minimus","16602",NA,NA
"Empidonax oberholseri","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusky Flycatcher","Probably Present","Empidonax oberholseri","16621",NA,NA
"Empidonax traillii","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Willow Flycatcher","Present","Empidonax traillii","16611",NA,NA
"Empidonax wrightii","Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray Flycatcher","Probably Present","Empidonax wrightii","16622",NA,NA
"Enallagma annexum","Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma",1,1,99889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Endocladia muricata","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Endocladiaceae","Endocladia",1,1,117781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"","Present","Endocladia muricata","117781",NA,NA
"Engraulis mordax","Fish","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Californian anchoveta, North Pacific anchovy, northern anchovy","Present","Engraulis mordax","63770",NA,NA
"Enhydra lutris","Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Enhydra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"southern sea otter","Present","Enhydra lutris","41860",NA,NA
"Enophrys bison","Fish","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Enophrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"buffalo sculpin","Present","Enophrys bison","117536",NA,NA
"Ensatina eschscholtzii","Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina",6,6,27250,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,"Ensatina","Present","Ensatina eschscholtzii","27250",NA,NA
"Entomophthora muscae","Fungi","Fungi","Zygomycota","Zygomycetes","Entomophthorales","Entomophthoraceae","Entomophthora",1,1,339550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Eopsetta jordani","Fish","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"petrale sole, Petrale Sole","Present","Eopsetta jordani","83172","Eopsetta jordani","Eopsetta jordani"
